# Valid categories: Solar PCU - Sine Wave | Solar PCU - MPPT | Grid Tie Inverter - 1 Phase | Grid Tie Inverter - 3 Phase | Hybrid Inverter | Home UPS / Inverter | Solar Battery - Lead Acid | Solar Battery - Lithium | Home Battery - Lead Acid | Rack / Wall Battery | Solar Panel / PV Module | Solar Charge Controller | GTI Accessory | Inverter Accessory | Solar BOS Kit | Solar Combo / SPGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,sku,brand,category,type,description,distributorPrice,logisticsCost,unitPrice,targetMarginPct,gstRate,hsnCode,mrp,minMarginPct,minStockLevel,unit,packSize,warrantyPeriod,lifecycleStatus,priceListVersion,productFamily,modelSeries,almm,dcrCompliant,applicableRegions,gridType,customerTierPrice,specs,supplierSku
Eastman Solar Promax MPPT PCU 500VA 12V,EAS-PCU-MP-PMAX500,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,4910,,5057.3,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 500,,,,off grid,,"{""capacity_va"": 500, ""dc_voltage_v"": 12, ""panel_support_w"": 650}",
Eastman Solar Promax MPPT PCU 1000VA 12V,EAS-PCU-MP-PMAX1000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,7050,,7261.5,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 1000,,,,off grid,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Promax MPPT PCU 1500VA 24V,EAS-PCU-MP-PMAX1500,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1500VA 24V with 1950W panel support. Lithium-ION battery compatible.,9390,,9671.7,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 1500,,,,off grid,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1950}",
Eastman Solar Promax MPPT PCU 2000VA 24V,EAS-PCU-MP-PMAX2000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,12410,,12782.3,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 2000,,,,off grid,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar Promax MPPT PCU 2500VA 24V,EAS-PCU-MP-PMAX2500,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 2500VA 24V with 3540W panel support. Lithium-ION battery compatible.,13510,,13915.3,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 2500,,,,off grid,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar Promax MPPT PCU 3000VA 48V,EAS-PCU-MP-PMAX3000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 3000VA 48V with 3900W panel support. Lithium-ION battery compatible.,23010,,23700.3,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 3000,,,,off grid,,"{""capacity_va"": 3000, ""dc_voltage_v"": 48, ""panel_support_w"": 3900}",
Eastman Solar Promax MPPT PCU 5000VA 48V,EAS-PCU-MP-PMAX5000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 5000VA 48V with 6500W panel support. Lithium-ION battery compatible.,32590,,33567.7,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 5000,,,,off grid,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 6500}",
Eastman Solar Promax MPPT PCU 5500VA 96V,EAS-PCU-MP-PMAX5500,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 5500VA 96V with 7150W panel support. Lithium-ION battery compatible.,42500,,43775,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 5500,,,,off grid,,"{""capacity_va"": 5500, ""dc_voltage_v"": 96, ""panel_support_w"": 7150}",
Eastman Solar Promax MPPT PCU 10000VA 120V,EAS-PCU-MP-PMAX10000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 10000VA 120V with 12000W panel support. Lithium-ION battery compatible.,70790,,72913.7,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Promax PCU,Promax 10000,,,,off grid,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 12000}",
Eastman Solar Prime PCU 850VA 12V,EAS-PCU-SW-SPRM1050,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 850VA 12V with 880W panel support. Lithium-ION battery compatible.,4070,,4192.1,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 1050,,,,off grid,,"{""capacity_va"": 850, ""dc_voltage_v"": 12, ""panel_support_w"": 880}",
Eastman Solar Prime PCU 1050VA 12V,EAS-PCU-SW-SPRM1500,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1050VA 12V with 1100W panel support. Lithium-ION battery compatible.,4910,,5057.3,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 1500,,,,off grid,,"{""capacity_va"": 1050, ""dc_voltage_v"": 12, ""panel_support_w"": 1100}",
Eastman Solar Prime PCU 1300VA 12V,EAS-PCU-SW-SPRM1750,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1300VA 12V with 1300W panel support. Lithium-ION battery compatible.,5460,,5623.8,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 1750,,,,off grid,,"{""capacity_va"": 1300, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Prime PCU 1500VA 24V,EAS-PCU-SW-SPRM2000,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1500VA 24V with 1500W panel support. Lithium-ION battery compatible.,6080,,6262.4,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 2000,,,,off grid,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1500}",
Eastman Solar Prime PCU 2000VA 24V,EAS-PCU-SW-SPRM3000,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 2000VA 24V with 2100W panel support. Lithium-ION battery compatible.,8130,,8373.9,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 3000,,,,off grid,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2100}",
Eastman Solar Prime PCU 3000VA 24V,EAS-PCU-SW-SPRM3550,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 3000VA 24V with 3200W panel support. Lithium-ION battery compatible.,10380,,10691.4,15,5,85044090,,10,3,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar Prime PCU,Solar Prime 3550,,,,off grid,,"{""capacity_va"": 3000, ""dc_voltage_v"": 24, ""panel_support_w"": 3200}",
Eastman Solar PrimeMax MPPT PCU 1000VA 12V,EAS-PCU-MP-SPRMX1050,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1000VA 12V with 1180W panel support. Lithium-ION battery compatible.,7150,,7364.5,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 1050,,,,off grid,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1180}",
Eastman Solar PrimeMax MPPT PCU 1500VA 24V,EAS-PCU-MP-SPRMX2000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1500VA 24V with 1770W panel support. Lithium-ION battery compatible.,8470,,8724.1,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 2000,,,,off grid,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1770}",
Eastman Solar PrimeMax MPPT PCU 2250VA 24V,EAS-PCU-MP-SPRMX3000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 2250VA 24V with 2360W panel support. Lithium-ION battery compatible.,11400,,11742,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 3000,,,,off grid,,"{""capacity_va"": 2250, ""dc_voltage_v"": 24, ""panel_support_w"": 2360}",
Eastman Solar PrimeMax MPPT PCU 3000VA 24V,EAS-PCU-MP-SPRMX3350,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 3000VA 24V with 3540W panel support. Lithium-ION battery compatible.,13710,,14121.3,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 3350,,,,off grid,,"{""capacity_va"": 3000, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar PrimeMax MPPT PCU 3750VA 48V,EAS-PCU-MP-SPRMX4000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 3750VA 48V with 4400W panel support. Lithium-ION battery compatible.,26780,,27583.4,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 4000,,,,off grid,,"{""capacity_va"": 3750, ""dc_voltage_v"": 48, ""panel_support_w"": 4400}",
Eastman Solar PrimeMax MPPT PCU 5000VA 48V,EAS-PCU-MP-SPRMX6000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 5000VA 48V with 5500W panel support. Lithium-ION battery compatible.,36740,,37842.2,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 6000,,,,off grid,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 5500}",
Eastman Solar PrimeMax MPPT PCU 7500VA 96V,EAS-PCU-MP-SPRMX8000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 7500VA 96V with 8800W panel support. Lithium-ION battery compatible.,55000,,56650,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 8000,,,,off grid,,"{""capacity_va"": 7500, ""dc_voltage_v"": 96, ""panel_support_w"": 8800}",
Eastman Solar PrimeMax MPPT PCU 10000VA 120V,EAS-PCU-MP-SPRMX11000,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 10000VA 120V with 11800W panel support. Lithium-ION battery compatible.,69370,,71451.1,15,5,85044090,,10,2,pcs,1,3 Years,active,Apr-26-v1,Eastman Solar PrimeMax PCU,Solar Prime Max 11000,,,,off grid,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 11800}",
Eastman Solar Smart PCU 500VA 12V,EAS-PCU-SW-SM925,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,4440,,4573.2,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 925,,,,off grid,,"{""capacity_va"": 500, ""dc_voltage_v"": 12, ""panel_support_w"": 650}",
Eastman Solar Smart PCU 850VA 12V,EAS-PCU-SW-SM1250,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 850VA 12V with 1100W panel support. Lithium-ION battery compatible.,5190,,5345.7,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 1250,,,,off grid,,"{""capacity_va"": 850, ""dc_voltage_v"": 12, ""panel_support_w"": 1100}",
Eastman Solar Smart PCU 1000VA 12V,EAS-PCU-SW-SM1400,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,6260,,6447.8,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 1400,,,,off grid,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Smart PCU 1400VA 12V,EAS-PCU-SW-SM1800,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 1400VA 12V with 1400W panel support. Lithium-ION battery compatible.,7950,,8188.5,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 1800,,,,off grid,,"{""capacity_va"": 1400, ""dc_voltage_v"": 12, ""panel_support_w"": 1400}",
Eastman Solar Smart PCU 2000VA 24V,EAS-PCU-SW-SM3100,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,9910,,10207.3,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 3100,,,,off grid,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar Smart PCU 2500VA 24V,EAS-PCU-SW-SM3725,Eastman,Solar PCU - Sine Wave,goods,Sine wave solar PCU 2500VA 24V with 3200W panel support. Lithium-ION battery compatible.,12650,,13029.5,15,5,85044090,,10,3,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar Smart PCU,Smart 3725,,,,off grid,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3200}",
Eastman Solar SmartMax MPPT PCU 500VA 12V,EAS-PCU-MP-SMX900,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,6120,,6303.6,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 900,,,,off grid,,"{""capacity_va"": 500, ""dc_voltage_v"": 12, ""panel_support_w"": 650}",
Eastman Solar SmartMax MPPT PCU 1000VA 12V,EAS-PCU-MP-SMX1400,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,9100,,9373,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 1400,,,,off grid,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar SmartMax MPPT PCU 1500VA 24V,EAS-PCU-MP-SMX2600,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 1500VA 24V with 1950W panel support. Lithium-ION battery compatible.,10490,,10804.7,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 2600,,,,off grid,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1950}",
Eastman Solar SmartMax MPPT PCU 2000VA 24V,EAS-PCU-MP-SMX3100,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,12340,,12710.2,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 3100,,,,off grid,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar SmartMax MPPT PCU 2500VA 24V,EAS-PCU-MP-SMX3600,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 2500VA 24V with 3540W panel support. Lithium-ION battery compatible.,18510,,19065.3,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 3600,,,,off grid,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar SmartMax MPPT PCU 3000VA 48V,EAS-PCU-MP-SMX4100,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 3000VA 48V with 3900W panel support. Lithium-ION battery compatible.,32450,,33423.5,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 4100,,,,off grid,,"{""capacity_va"": 3000, ""dc_voltage_v"": 48, ""panel_support_w"": 3900}",
Eastman Solar SmartMax MPPT PCU 5000VA 48V,EAS-PCU-MP-SMX6100,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 5000VA 48V with 6500W panel support. Lithium-ION battery compatible.,36480,,37574.4,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 6100,,,,off grid,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 6500}",
Eastman Solar SmartMax MPPT PCU 5500VA 96V,EAS-PCU-MP-SMX6600,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 5500VA 96V with 7150W panel support. Lithium-ION battery compatible.,60220,,62026.6,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 6600,,,,off grid,,"{""capacity_va"": 5500, ""dc_voltage_v"": 96, ""panel_support_w"": 7150}",
Eastman Solar SmartMax MPPT PCU 10000VA 120V,EAS-PCU-MP-SMX11100,Eastman,Solar PCU - MPPT,goods,MPPT solar PCU 10000VA 120V with 12000W panel support. Lithium-ION battery compatible.,75190,,77445.7,15,5,85044090,,10,2,pcs,1,5 Years,active,Apr-26-v1,Eastman Solar SmartMax PCU,Smart Max 11100,,,,off grid,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 12000}",
Eastman EBP500W-DCR 500WP DCR Pallet 2P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,11650,,11999.5,12,5,85414300,,8,52,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 4P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,11480,,11824.4,12,5,85414300,,8,104,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 8P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,11410,,11752.3,12,5,85414300,,8,208,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 2P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,goods,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,12309,,12678.27,12,5,85414300,,8,52,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP550W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 4P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,goods,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,12117,,12480.51,12,5,85414300,,8,104,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP550W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 8P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,goods,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,12034,,12395.02,12,5,85414300,,8,208,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP550W-DCR,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 2P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,goods,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,14013,,14433.39,12,5,85414300,,8,52,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,G2G1740-HAD,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 4P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,goods,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,13816,,14230.48,12,5,85414300,,8,104,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,G2G1740-HAD,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 8P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,goods,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,13734,,14146.02,12,5,85414300,,8,208,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,G2G1740-HAD,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 2P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,goods,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,13530,,13935.9,12,5,85414300,,8,52,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,ETC144HCGG560 TOPCON DCR 32P,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 4P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,goods,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,13339,,13739.17,12,5,85414300,,8,104,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,ETC144HCGG560 TOPCON DCR 32P,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 8P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,goods,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,13261,,13658.83,12,5,85414300,,8,208,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,ETC144HCGG560 TOPCON DCR 32P,TRUE,TRUE,"WB,NE,OR,AP,TS,KA,KL,TN",on grid,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 2P [North],EAS-PAN-EBP500W-DCR-PLT-N-2P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: North states.,11550,,11896.5,12,5,85414300,,8,52,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 4P [North],EAS-PAN-EBP500W-DCR-PLT-N-4P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: North states.,11380,,11721.4,12,5,85414300,,8,104,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 8P [North],EAS-PAN-EBP500W-DCR-PLT-N-8P,Eastman,Solar Panel / PV Module,goods,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: North states.,11310,,11649.3,12,5,85414300,,8,208,pcs,1,25 Years,active,Apr-26-v1,Eastman Solar PV Modules Pallet,EBP500W-DCR,TRUE,TRUE,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",on grid,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
